source_id,source_sequence,candidate_sequence,attack_name,attack_family,seed,query_count,generation_count,runtime_seconds,valid_rdkit,constraint_pass,tanimoto_similarity,edit_distance,source_prediction,candidate_prediction,prediction_drift,signed_shift,objective_value,duplicate_proposals,failure_reason,metadata
3583,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1O,[*]OC1C(COC(C)=PO)OC([*])C(OC(C)=O)C1O,canonical_mcmc,mcmc,777,13,0,0.05277752876281738,True,False,1.0,0,6.238099575042725,5.927786827087402,0.31031274795532227,-0.31031274795532227,0.31031274795532227,0,,{}
3602,[*]CC(CCl)(CCl)COC(=O)C(=O)O[*],[*]CC(CCl)(CCl)COC(=P)P(O)O[*],canonical_mcmc,mcmc,777,11,0,0.03729891777038574,True,False,1.0,0,6.32516622543335,5.843081951141357,0.4820842742919922,-0.4820842742919922,0.4820842742919922,0,,{}
3604,[*]NC(CO)C([*])=O,[*]NC(CF)C([*])=O,canonical_mcmc,mcmc,777,11,0,0.031053543090820312,True,False,1.0,0,5.532388210296631,5.7254486083984375,0.19306039810180664,0.19306039810180664,0.19306039810180664,0,,{}
3607,[*]Oc1ccc(Cc2ccc(Cc3ccc(OC([*])=O)cc3)cc2)cc1,[*]Oc1ccc(c2ccc(Cc3ccc(PC([*])=C)cc3)cc2)cc1,canonical_mcmc,mcmc,777,11,0,0.04703164100646973,True,False,1.0,0,4.370055198669434,4.016170501708984,0.3538846969604492,-0.3538846969604492,0.3538846969604492,0,,{}
3609,[*]CCCCCCOc1ccc(C(=O)OC(=O)c2ccc(O[*])cc2)cc1,[*]CCCCCCCOc1ccc(C(=O)OC(=O)c2cccC([*])cc2)cc1,canonical_mcmc,mcmc,777,7,0,0.03234076499938965,True,False,1.0,0,4.256508827209473,3.578794002532959,0.6777148246765137,-0.6777148246765137,0.6777148246765137,0,,{}
3621,[*]CCCCCCCCCCCCNC(=O)c1cccc(C(=O)N[*])c1,[*]CIPCCCPCCNC(=O)c1cccc(C(=O)N[*])c1,canonical_mcmc,mcmc,777,11,0,0.06511306762695312,True,False,1.0,0,4.676126480102539,4.068286895751953,0.6078395843505859,-0.6078395843505859,0.6078395843505859,0,,{}
3623,[*]Oc1ccc(C(=O)OCCCCCCOC(=O)c2ccc([*])cc2)cc1,[*]Oc1ccc(C(=O)OCICCCOC(=O)c2ccc([*])cc2)cc1,canonical_mcmc,mcmc,777,7,0,0.04487752914428711,True,False,1.0,0,4.059845924377441,4.150428295135498,0.09058237075805664,0.09058237075805664,0.09058237075805664,0,,{}
3634,[*]CCCCCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O[*])cc2)cc1,[*]CCCCCCCCOC(=O)c1ccc(-s2ccc(C(=O)O[*])cc2)cc1,canonical_mcmc,mcmc,777,16,0,0.1110992431640625,True,False,1.0,0,4.265665054321289,3.6105945110321045,0.6550705432891846,-0.6550705432891846,0.6550705432891846,0,,{}
3644,[*]C=CC1CC([*])C(C(=O)OC(C)(C)C)C1C(=O)OC(C)(C)C,[*]CCC1CC([*])C(C(=O)OC(C)(C)C)C1C(=O)OC(C)(C)C,canonical_mcmc,mcmc,777,13,0,0.09394216537475586,True,False,1.0,0,5.599942684173584,6.243531703948975,0.6435890197753906,0.6435890197753906,0.6435890197753906,0,,{}
3648,[*]Cc1ccc(COC(=O)CCCCCCC(=O)O[*])cc1,[*]Cc1ccc(COC(=O)CCCCCCI(=O)O[*])cc1,canonical_mcmc,mcmc,777,14,0,0.06534171104431152,True,False,1.0,0,5.499137878417969,4.988532543182373,0.5106053352355957,-0.5106053352355957,0.5106053352355957,0,,{}
