source_id,source_sequence,candidate_sequence,attack_name,attack_family,seed,query_count,generation_count,runtime_seconds,valid_rdkit,constraint_pass,tanimoto_similarity,edit_distance,source_prediction,candidate_prediction,prediction_drift,signed_shift,objective_value,duplicate_proposals,failure_reason,metadata
3583,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1O,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1O,evolutionary_search,evolutionary,777,1,259,0.06946372985839844,True,False,1.0,0,6.238099575042725,6.238099575042725,0.0,0.0,0.0,8,,{'generation_history': []}
3602,[*]CC(CCl)(CCl)COC(=O)C(=O)O[*],[*]CC(CCl)(CCl)COC(=O)C(=O)O[*],evolutionary_search,evolutionary,777,1,251,0.05639338493347168,True,False,1.0,0,6.32516622543335,6.32516622543335,0.0,0.0,0.0,24,,{'generation_history': []}
3604,[*]NC(CO)C([*])=O,[*]NC(CO)C([*])=O,evolutionary_search,evolutionary,777,1,256,0.2135002613067627,True,False,1.0,0,5.532388210296631,5.532388210296631,0.0,0.0,0.0,32,,{'generation_history': []}
3607,[*]Oc1ccc(Cc2ccc(Cc3ccc(OC([*])=O)cc3)cc2)cc1,[*]Oc1ccc(Cc2ccc(Cc3ccc(OC([*])=O)cc3)cc2)cc1,evolutionary_search,evolutionary,777,1,268,0.6076891422271729,True,False,1.0,0,4.370055198669434,4.370055198669434,0.0,0.0,0.0,27,,{'generation_history': []}
3609,[*]CCCCCCOc1ccc(C(=O)OC(=O)c2ccc(O[*])cc2)cc1,[*]CCCCCCOc1ccc(C(=O)OC(=O)c2ccc(O[*])cc2)cc1,evolutionary_search,evolutionary,777,1,292,0.3512139320373535,True,False,1.0,0,4.256508827209473,4.256508827209473,0.0,0.0,0.0,14,,{'generation_history': []}
3621,[*]CCCCCCCCCCCCNC(=O)c1cccc(C(=O)N[*])c1,[*]CCCCCCCCCCCCNC(=O)c1cccc(C(=O)N[*])c1,evolutionary_search,evolutionary,777,1,256,0.29421448707580566,True,False,1.0,0,4.676126480102539,4.676126480102539,0.0,0.0,0.0,5,,{'generation_history': []}
3623,[*]Oc1ccc(C(=O)OCCCCCCOC(=O)c2ccc([*])cc2)cc1,[*]Oc1ccc(C(=O)OCCCCCCOC(=O)c2ccc([*])cc2)cc1,evolutionary_search,evolutionary,777,1,270,0.2743549346923828,True,False,1.0,0,4.059845924377441,4.059845924377441,0.0,0.0,0.0,6,,{'generation_history': []}
3634,[*]CCCCCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O[*])cc2)cc1,[*]CCCCCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O[*])cc2)cc1,evolutionary_search,evolutionary,777,1,255,0.2798197269439697,True,False,1.0,0,4.265665054321289,4.265665054321289,0.0,0.0,0.0,14,,{'generation_history': []}
3644,[*]C=CC1CC([*])C(C(=O)OC(C)(C)C)C1C(=O)OC(C)(C)C,[*]C=CC1CC([*])C(C(=O)OC(C)(C)C)C1C(=O)OC(C)(C)C,evolutionary_search,evolutionary,777,1,259,0.19356799125671387,True,False,1.0,0,5.599942684173584,5.599942684173584,0.0,0.0,0.0,9,,{'generation_history': []}
3648,[*]Cc1ccc(COC(=O)CCCCCCC(=O)O[*])cc1,[*]Cc1ccc(COC(=O)CCCCCCC(=O)O[*])cc1,evolutionary_search,evolutionary,777,1,290,0.22307920455932617,True,False,1.0,0,5.499137878417969,5.499137878417969,0.0,0.0,0.0,9,,{'generation_history': []}
