source_id,source_sequence,candidate_sequence,attack_name,attack_family,seed,query_count,generation_count,runtime_seconds,valid_rdkit,constraint_pass,tanimoto_similarity,edit_distance,source_prediction,candidate_prediction,prediction_drift,signed_shift,objective_value,duplicate_proposals,failure_reason,metadata
3583,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1O,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1O,random_search,random,999,1,62,0.02848219871520996,True,True,1.0,0,6.238099575042725,6.238099575042725,0.0,0.0,0.0,0,,{}
3602,[*]CC(CCl)(CCl)COC(=O)C(=O)O[*],[*]CC(CCl)(CCl)COC(=O)C(=O)O[*],random_search,random,999,1,58,0.02386164665222168,True,True,1.0,0,6.32516622543335,6.32516622543335,0.0,0.0,0.0,0,,{}
3604,[*]NC(CO)C([*])=O,[*]NC(CO)C([*])=O,random_search,random,999,1,51,0.01702570915222168,True,True,1.0,0,5.532388210296631,5.532388210296631,0.0,0.0,0.0,0,,{}
3607,[*]Oc1ccc(Cc2ccc(Cc3ccc(OC([*])=O)cc3)cc2)cc1,[*]Oc1ccc(Cc2ccc(Cc3ccc(OC([*])=O)cc3)cc2)cc1,random_search,random,999,1,68,0.07442140579223633,True,True,1.0,0,4.370055198669434,4.370055198669434,0.0,0.0,0.0,0,,{}
3609,[*]CCCCCCOc1ccc(C(=O)OC(=O)c2ccc(O[*])cc2)cc1,[*]CCCCCCOc1ccc(C(=O)OC(=O)c2ccc(O[*])cc2)cc1,random_search,random,999,1,86,0.0848391056060791,True,True,1.0,0,4.256508827209473,4.256508827209473,0.0,0.0,0.0,0,,{}
3621,[*]CCCCCCCCCCCCNC(=O)c1cccc(C(=O)N[*])c1,[*]CCCCCCCCCCCCNC(=O)c1cccc(C(=O)N[*])c1,random_search,random,999,1,80,0.03688240051269531,True,True,1.0,0,4.676126480102539,4.676126480102539,0.0,0.0,0.0,0,,{}
3623,[*]Oc1ccc(C(=O)OCCCCCCOC(=O)c2ccc([*])cc2)cc1,[*]Oc1ccc(C(=O)OCCCCCCOC(=O)c2ccc([*])cc2)cc1,random_search,random,999,1,86,0.04671287536621094,True,True,1.0,0,4.059845924377441,4.059845924377441,0.0,0.0,0.0,0,,{}
3634,[*]CCCCCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O[*])cc2)cc1,[*]CCCCCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O[*])cc2)cc1,random_search,random,999,1,85,0.041536808013916016,True,True,1.0,0,4.265665054321289,4.265665054321289,0.0,0.0,0.0,0,,{}
3644,[*]C=CC1CC([*])C(C(=O)OC(C)(C)C)C1C(=O)OC(C)(C)C,[*]C=CC1CC([*])C(C(=O)OC(C)(C)C)C1C(=O)OC(C)(C)C,random_search,random,999,1,55,0.027219295501708984,True,True,1.0,0,5.599942684173584,5.599942684173584,0.0,0.0,0.0,0,,{}
3648,[*]Cc1ccc(COC(=O)CCCCCCC(=O)O[*])cc1,[*]Cc1ccc(COC(=O)CCCCCCC(=O)O[*])cc1,random_search,random,999,1,58,0.03335738182067871,True,True,1.0,0,5.499137878417969,5.499137878417969,0.0,0.0,0.0,0,,{}
3650,[*]CC(OC)C1(C)C(=O)OC(=O)C1([*])C,[*]CC(OC)C1(C)C(=O)OC(=O)C1([*])C,random_search,random,999,1,51,0.018009424209594727,True,True,1.0,0,5.9399213790893555,5.9399213790893555,0.0,0.0,0.0,0,,{}
3657,[*]c1ccc2c(c1)c1cc([*])ccc1n2CCC(=O)NO,[*]c1ccc2c(c1)c1cc([*])ccc1n2CCC(=O)NO,random_search,random,999,1,54,0.04522085189819336,True,True,1.0,0,3.0984621047973633,3.0984621047973633,0.0,0.0,0.0,0,,{}
3658,[*]CCCCOC(=O)C(OC)C(OC)C(=O)O[*],[*]CCCCOC(=O)C(OC)C(OC)C(=O)O[*],random_search,random,999,1,84,0.022884607315063477,True,True,1.0,0,6.2052154541015625,6.2052154541015625,0.0,0.0,0.0,0,,{}
3666,[*]CC([*])C(=O)OCCO,[*]CC([*])C(=O)OCCO,random_search,random,999,1,65,0.02390313148498535,True,True,1.0,0,6.219655990600586,6.219655990600586,0.0,0.0,0.0,0,,{}
3671,[*]Nc1cc(F)c([*])cc1F,[*]Nc1cc(F)c([*])cc1F,random_search,random,999,1,55,0.023615360260009766,True,True,1.0,0,3.8623814582824707,3.8623814582824707,0.0,0.0,0.0,0,,{}
3672,[*]C=C([*])c1cccc(C#C)n1,[*]C=C([*])c1cccc(C#C)n1,random_search,random,999,1,52,0.022737741470336914,True,True,1.0,0,2.771085023880005,2.771085023880005,0.0,0.0,0.0,0,,{}
3676,[*]c1ccc(NC(=O)CCCCCC(=O)Nc2ccc(S([*])(=O)=O)cc2)cc1,[*]c1ccc(NC(=O)CCCCCC(=O)Nc2ccc(S([*])(=O)=O)cc2)cc1,random_search,random,999,1,60,0.05378460884094238,True,True,1.0,0,4.032588005065918,4.032588005065918,0.0,0.0,0.0,0,,{}
3680,[*]CCCC(S1)=CC=C1[*],[*]CCCC(S1)=CC=C1[*],random_search,random,999,1,54,0.02464127540588379,True,True,1.0,0,3.96146297454834,3.96146297454834,0.0,0.0,0.0,0,,{}
3681,C(S1)=CC=C1C(S2)=CC=C2C(=S)C(S3)=CC=C3C(=O)NC(=O)N,C(S1)=CC=C1C(S2)=CC=C2C(=S)C(S3)=CC=C3C(=O)NC(=O)N,random_search,random,999,1,70,0.04927539825439453,True,True,1.0,0,2.4064769744873047,2.4064769744873047,0.0,0.0,0.0,0,,{}
3691,[*]CC(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3[*],[*]CC(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3[*],random_search,random,999,1,64,0.05209946632385254,True,True,1.0,0,3.745976448059082,3.745976448059082,0.0,0.0,0.0,0,,{}
3704,[*]CCOC(=O)c1ccc(O[*])c(C)c1,[*]CCOC(=O)c1ccc(O[*])c(C)c1,random_search,random,999,1,62,0.043062686920166016,True,True,1.0,0,4.614509105682373,4.614509105682373,0.0,0.0,0.0,0,,{}
3718,[*]CC([*])(F)F,[*]CC([*])(F)F,random_search,random,999,1,52,0.009184837341308594,True,True,1.0,0,7.091970443725586,7.091970443725586,0.0,0.0,0.0,0,,{}
3719,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cccc(Nc3nc(Nc4cccc(N5C(=O)c6ccc([*])cc6C5=O)c4)nc(-c4ccccc4)n3)c1)C2=O,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cccc(Nc3nc(Nc4cccc(N5C(=O)c6ccc([*])cc6C5=O)c4)nc(-c4ccccc4)n3)c1)C2=O,random_search,random,999,1,65,0.08324813842773438,True,True,1.0,0,2.9169301986694336,2.9169301986694336,0.0,0.0,0.0,0,,{}
3723,[*]CC([*])CCc1ccc(C)cc1,[*]CC([*])CCc1ccc(C)cc1,random_search,random,999,1,55,0.02295541763305664,True,True,1.0,0,5.1848273277282715,5.1848273277282715,0.0,0.0,0.0,0,,{}
