defense,attack,budget,source_id,source_probability,candidate_probability,absolute_probability_change,label_flip
cnn_adv_mixed,random,5,18666,0.9270458221435547,0.7524997591972351,0.17454606294631958,False
cnn_adv_mixed,random,5,3636,0.005603331606835127,0.007151535712182522,0.001548204105347395,False
cnn_adv_mixed,random,5,13810,0.9826512932777405,0.9725795984268188,0.01007169485092163,False
cnn_adv_mixed,random,5,9408,0.007384005002677441,0.012984813190996647,0.005600808188319206,False
cnn_adv_mixed,random,5,13312,0.9140542149543762,0.8964377641677856,0.017616450786590576,False
cnn_adv_mixed,random,5,13162,0.9670901894569397,0.9051317572593689,0.0619584321975708,False
cnn_adv_mixed,random,5,9785,0.22843801975250244,0.17895624041557312,0.04948177933692932,False
cnn_adv_mixed,random,5,17659,0.03240814059972763,0.02604331634938717,0.006364824250340462,False
cnn_adv_mixed,random,5,690,0.9859074354171753,0.9831486940383911,0.0027587413787841797,False
cnn_adv_mixed,random,5,13687,0.0014495060313493013,0.0010729423956945539,0.0003765636356547475,False
cnn_adv_mixed,random,5,601,0.0003048617218155414,0.005699088331311941,0.0053942264057695866,False
cnn_adv_mixed,random,5,13354,0.7238584756851196,0.8449091911315918,0.12105071544647217,False
cnn_adv_mixed,random,5,11514,0.002277960302308202,0.5788588523864746,0.5765808820724487,True
cnn_adv_mixed,random,5,6005,0.014841358177363873,0.01046523917466402,0.004376119002699852,False
cnn_adv_mixed,random,5,3827,0.9821593165397644,0.9731789827346802,0.008980333805084229,False
cnn_adv_mixed,random,5,2857,0.21186375617980957,0.12683449685573578,0.08502925932407379,False
cnn_adv_mixed,random,5,7684,0.9744117856025696,0.475178062915802,0.4992337226867676,True
cnn_adv_mixed,random,5,1318,0.23034775257110596,0.28683677315711975,0.056489020586013794,False
cnn_adv_mixed,random,5,16882,0.9907428622245789,0.9918741583824158,0.001131296157836914,False
cnn_adv_mixed,random,5,18547,0.9710230827331543,0.9626649022102356,0.008358180522918701,False
cnn_adv_mixed,random,5,6959,0.8297914862632751,0.0022829356603324413,0.8275085687637329,True
cnn_adv_mixed,random,5,17052,0.03410268574953079,0.02982344478368759,0.004279240965843201,False
cnn_adv_mixed,random,5,19803,0.213706374168396,0.5416316986083984,0.32792532444000244,True
cnn_adv_mixed,random,5,11163,0.0027813853230327368,0.002145134611055255,0.0006362507119774818,False
cnn_adv_mixed,random,5,19245,0.008203770965337753,0.01200628187507391,0.0038025109097361565,False
cnn_adv_mixed,random,5,1016,0.9748708605766296,0.9691882133483887,0.005682647228240967,False
cnn_adv_mixed,random,5,12164,0.9925726652145386,0.9939693212509155,0.0013966560363769531,False
cnn_adv_mixed,random,5,10040,0.033227819949388504,0.5130417943000793,0.47981396317481995,True
cnn_adv_mixed,random,5,8194,0.7857396006584167,0.002999764634296298,0.7827398180961609,True
cnn_adv_mixed,random,5,344,0.8879534602165222,0.23218391835689545,0.6557695269584656,True
cnn_adv_mixed,random,5,6568,0.5939616560935974,0.4311172068119049,0.1628444492816925,True
cnn_adv_mixed,random,5,9816,0.9392082691192627,0.4486227333545685,0.4905855357646942,True
cnn_adv_mixed,random,5,5912,0.7900647521018982,0.39209046959877014,0.39797428250312805,True
cnn_adv_mixed,random,5,9466,0.9994562268257141,0.9995527863502502,9.655952453613281e-05,False
cnn_adv_mixed,random,5,11129,0.016435451805591583,0.033095795661211014,0.01666034385561943,False
cnn_adv_mixed,random,5,4682,0.9469848871231079,0.9992700219154358,0.05228513479232788,False
cnn_adv_mixed,random,5,16552,0.9684247970581055,0.7631628513336182,0.2052619457244873,False
cnn_adv_mixed,random,5,13333,0.9861578941345215,0.9891864657402039,0.003028571605682373,False
cnn_adv_mixed,random,5,11106,0.9790226817131042,0.8769636154174805,0.10205906629562378,False
cnn_adv_mixed,random,5,2640,0.9645698070526123,0.959551215171814,0.00501859188079834,False
cnn_adv_mixed,random,5,1284,0.663684070110321,0.05979824438691139,0.6038858294487,True
cnn_adv_mixed,random,5,19290,0.9926570057868958,0.9913698434829712,0.0012871623039245605,False
cnn_adv_mixed,random,5,2607,0.012471316382288933,0.00980370957404375,0.002667606808245182,False
cnn_adv_mixed,random,5,6035,0.014403339475393295,0.023985203355550766,0.00958186388015747,False
cnn_adv_mixed,random,5,16163,0.33723631501197815,0.22756123542785645,0.1096750795841217,False
cnn_adv_mixed,random,5,8511,0.9847815036773682,0.9781858921051025,0.006595611572265625,False
cnn_adv_mixed,random,5,5281,0.9483699202537537,0.9265498518943787,0.021820068359375,False
cnn_adv_mixed,random,5,9272,0.9929649829864502,0.9935936331748962,0.0006286501884460449,False
cnn_adv_mixed,random,5,724,0.9967091083526611,0.9965547323226929,0.00015437602996826172,False
cnn_adv_mixed,random,5,16531,0.9066493511199951,0.8905547261238098,0.016094624996185303,False
cnn_adv_mixed,random,20,18666,0.9270458221435547,0.8435669541358948,0.08347886800765991,False
cnn_adv_mixed,random,20,3636,0.005603331606835127,0.536665678024292,0.5310623645782471,True
cnn_adv_mixed,random,20,13810,0.9826512932777405,0.7546955943107605,0.22795569896697998,False
cnn_adv_mixed,random,20,9408,0.007384005002677441,0.035386696457862854,0.02800269052386284,False
cnn_adv_mixed,random,20,13312,0.9140542149543762,0.8977785706520081,0.016275644302368164,False
cnn_adv_mixed,random,20,13162,0.9670901894569397,0.919139564037323,0.0479506254196167,False
cnn_adv_mixed,random,20,9785,0.22843801975250244,0.02004467323422432,0.20839335024356842,False
cnn_adv_mixed,random,20,17659,0.03240814059972763,0.05170328915119171,0.01929514855146408,False
cnn_adv_mixed,random,20,690,0.9859074354171753,0.9736390113830566,0.012268424034118652,False
cnn_adv_mixed,random,20,13687,0.0014495060313493013,0.05339230224490166,0.051942795515060425,False
cnn_adv_mixed,random,20,601,0.0003048617218155414,0.00046789724729023874,0.00016303552547469735,False
cnn_adv_mixed,random,20,13354,0.7238584756851196,0.9928663969039917,0.26900792121887207,False
cnn_adv_mixed,random,20,11514,0.002277960302308202,8.536742097930983e-05,0.0021925929468125105,False
cnn_adv_mixed,random,20,6005,0.014841358177363873,0.5423094630241394,0.5274680852890015,True
cnn_adv_mixed,random,20,3827,0.9821593165397644,0.6478770971298218,0.3342822194099426,False
cnn_adv_mixed,random,20,2857,0.21186375617980957,0.9351791143417358,0.7233153581619263,True
cnn_adv_mixed,random,20,7684,0.9744117856025696,0.641680896282196,0.33273088932037354,False
cnn_adv_mixed,random,20,1318,0.23034775257110596,0.5251418948173523,0.29479414224624634,True
cnn_adv_mixed,random,20,16882,0.9907428622245789,0.7725326418876648,0.21821022033691406,False
cnn_adv_mixed,random,20,18547,0.9710230827331543,0.9093536138534546,0.06166946887969971,False
cnn_adv_mixed,random,20,6959,0.8297914862632751,0.8508622050285339,0.02107071876525879,False
