source_id,source_sequence,candidate_sequence,attack_name,attack_family,seed,query_count,generation_count,runtime_seconds,valid_rdkit,constraint_pass,tanimoto_similarity,edit_distance,source_prediction,candidate_prediction,prediction_drift,signed_shift,objective_value,duplicate_proposals,failure_reason,metadata
3583,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1O,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1O,evolutionary_search,evolutionary,999,1,107,0.04442620277404785,True,False,1.0,0,6.238099575042725,6.238099575042725,0.0,0.0,0.0,2,,{'generation_history': []}
3602,[*]CC(CCl)(CCl)COC(=O)C(=O)O[*],[*]CC(CCl)(CCl)COC(=O)C(=O)O[*],evolutionary_search,evolutionary,999,1,105,0.05472922325134277,True,False,1.0,0,6.32516622543335,6.32516622543335,0.0,0.0,0.0,6,,{'generation_history': []}
3604,[*]NC(CO)C([*])=O,[*]NC(CO)C([*])=O,evolutionary_search,evolutionary,999,1,102,0.020023345947265625,True,False,1.0,0,5.532388210296631,5.532388210296631,0.0,0.0,0.0,14,,{'generation_history': []}
3607,[*]Oc1ccc(Cc2ccc(Cc3ccc(OC([*])=O)cc3)cc2)cc1,[*]Oc1ccc(Cc2ccc(Cc3ccc(OC([*])=O)cc3)cc2)cc1,evolutionary_search,evolutionary,999,1,116,0.14032864570617676,True,False,1.0,0,4.370055198669434,4.370055198669434,0.0,0.0,0.0,6,,{'generation_history': []}
3609,[*]CCCCCCOc1ccc(C(=O)OC(=O)c2ccc(O[*])cc2)cc1,[*]CCCCCCOc1ccc(C(=O)OC(=O)c2ccc(O[*])cc2)cc1,evolutionary_search,evolutionary,999,1,110,0.09327507019042969,True,False,1.0,0,4.256508827209473,4.256508827209473,0.0,0.0,0.0,2,,{'generation_history': []}
3621,[*]CCCCCCCCCCCCNC(=O)c1cccc(C(=O)N[*])c1,[*]CCCCCCCCCCCCNC(=O)c1cccc(C(=O)N[*])c1,evolutionary_search,evolutionary,999,1,104,0.08334589004516602,True,False,1.0,0,4.676126480102539,4.676126480102539,0.0,0.0,0.0,0,,{'generation_history': []}
3623,[*]Oc1ccc(C(=O)OCCCCCCOC(=O)c2ccc([*])cc2)cc1,[*]Oc1ccc(C(=O)OCCCCCCOC(=O)c2ccc([*])cc2)cc1,evolutionary_search,evolutionary,999,1,110,0.09773564338684082,True,False,1.0,0,4.059845924377441,4.059845924377441,0.0,0.0,0.0,3,,{'generation_history': []}
3634,[*]CCCCCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O[*])cc2)cc1,[*]CCCCCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O[*])cc2)cc1,evolutionary_search,evolutionary,999,1,121,0.14599180221557617,True,False,1.0,0,4.265665054321289,4.265665054321289,0.0,0.0,0.0,1,,{'generation_history': []}
3644,[*]C=CC1CC([*])C(C(=O)OC(C)(C)C)C1C(=O)OC(C)(C)C,[*]C=CC1CC([*])C(C(=O)OC(C)(C)C)C1C(=O)OC(C)(C)C,evolutionary_search,evolutionary,999,1,110,0.09293079376220703,True,False,1.0,0,5.599942684173584,5.599942684173584,0.0,0.0,0.0,10,,{'generation_history': []}
3648,[*]Cc1ccc(COC(=O)CCCCCCC(=O)O[*])cc1,[*]Cc1ccc(COC(=O)CCCCCCC(=O)O[*])cc1,evolutionary_search,evolutionary,999,1,100,0.09599161148071289,True,False,1.0,0,5.499137878417969,5.499137878417969,0.0,0.0,0.0,1,,{'generation_history': []}
3650,[*]CC(OC)C1(C)C(=O)OC(=O)C1([*])C,[*]CC(OC)C1(C)C(=O)OC(=O)C1([*])C,evolutionary_search,evolutionary,999,1,117,0.024420976638793945,True,False,1.0,0,5.9399213790893555,5.9399213790893555,0.0,0.0,0.0,3,,{'generation_history': []}
3657,[*]c1ccc2c(c1)c1cc([*])ccc1n2CCC(=O)NO,[*]c1ccc2c(c1)c1cc([*])ccc1n2CCC(=O)NO,evolutionary_search,evolutionary,999,1,116,0.20092177391052246,True,False,1.0,0,3.0984621047973633,3.0984621047973633,0.0,0.0,0.0,10,,{'generation_history': []}
3658,[*]CCCCOC(=O)C(OC)C(OC)C(=O)O[*],[*]CCCCOC(=O)C(OC)C(OC)C(=O)O[*],evolutionary_search,evolutionary,999,1,108,0.05562305450439453,True,False,1.0,0,6.2052154541015625,6.2052154541015625,0.0,0.0,0.0,0,,{'generation_history': []}
3666,[*]CC([*])C(=O)OCCO,[*]CC([*])C(=O)OCCO,evolutionary_search,evolutionary,999,1,102,0.044069528579711914,True,False,1.0,0,6.219655990600586,6.219655990600586,0.0,0.0,0.0,21,,{'generation_history': []}
3671,[*]Nc1cc(F)c([*])cc1F,[*]Nc1cc(F)c([*])cc1F,evolutionary_search,evolutionary,999,1,109,0.1293497085571289,True,False,1.0,0,3.8623814582824707,3.8623814582824707,0.0,0.0,0.0,16,,{'generation_history': []}
3672,[*]C=C([*])c1cccc(C#C)n1,[*]C=C([*])c1cccc(C#C)n1,evolutionary_search,evolutionary,999,1,102,0.1885664463043213,True,False,1.0,0,2.771085023880005,2.771085023880005,0.0,0.0,0.0,16,,{'generation_history': []}
